hr,rr,spo2,temp,time
89,15,93,37.1,2021/03/07 09:33:53
89,22,96,36.9,2021/03/07 09:33:56
91,17,92,36.7,2021/03/07 09:33:59
69,14,98,37.6,2021/03/07 09:34:02
82,19,93,38,2021/03/07 09:34:05
72,21,92,37.3,2021/03/07 09:34:08
89,22,88,37.2,2021/03/07 09:34:11
76,16,95,36.6,2021/03/07 09:34:14
88,19,92,37.4,2021/03/07 09:34:17
82,13,91,37.5,2021/03/07 09:34:20
92,21,91,36.5,2021/03/07 09:34:23
82,18,96,36.6,2021/03/07 09:34:26
108,17,97,38,2021/03/07 09:34:29
91,22,97,37.7,2021/03/07 09:34:32
79,21,98,37.1,2021/03/07 09:34:35
63,18,98,37.2,2021/03/07 09:34:38
96,16,90,37.3,2021/03/07 09:34:41
95,23,95,37.4,2021/03/07 09:34:44
86,15,91,36.6,2021/03/07 09:34:47
104,23,95,37.8,2021/03/07 09:34:50
78,20,90,37.7,2021/03/07 09:34:53
65,16,93,37,2021/03/07 09:34:56
83,16,88,36.4,2021/03/07 09:34:59
89,13,97,36.1,2021/03/07 09:35:02
95,21,93,36,2021/03/07 09:35:05
87,19,98,37.4,2021/03/07 09:35:08
64,19,92,36.2,2021/03/07 09:35:11
104,15,97,36.9,2021/03/07 09:35:14
86,22,92,36.9,2021/03/07 09:35:17
78,13,92,37.7,2021/03/07 09:35:20
68,13,94,36.5,2021/03/07 09:35:23
100,16,98,37.8,2021/03/07 09:35:26
81,20,98,36.5,2021/03/07 09:35:29
62,22,95,36.8,2021/03/07 09:35:32
90,14,96,36,2021/03/07 09:35:35
83,24,92,36.2,2021/03/07 09:35:38
96,23,97,37.6,2021/03/07 09:35:41
104,16,99,36.3,2021/03/07 09:35:44
69,18,94,37,2021/03/07 09:35:47
113,17,96,37.4,2021/03/07 09:35:50
83,19,97,37.8,2021/03/07 09:35:53
65,17,89,36.5,2021/03/07 09:35:56
68,19,89,37.7,2021/03/07 09:35:59
107,15,96,37.9,2021/03/07 09:36:02
74,18,88,36.2,2021/03/07 09:36:05
71,20,89,36.5,2021/03/07 09:36:08
70,15,94,36.5,2021/03/07 09:36:11
80,18,96,36,2021/03/07 09:36:14
92,17,91,36.4,2021/03/07 09:36:17
83,20,93,36.7,2021/03/07 09:36:20
68,19,92,37.5,2021/03/07 09:36:23
84,19,93,37.6,2021/03/07 09:36:26
66,18,89,37.9,2021/03/07 09:36:29
84,16,90,36.6,2021/03/07 09:36:32
72,22,98,36,2021/03/07 09:36:35
79,14,97,36.4,2021/03/07 09:36:38
87,20,97,36.7,2021/03/07 09:36:41
64,16,94,38,2021/03/07 09:36:44
113,18,96,37.6,2021/03/07 09:36:47
109,22,92,37.4,2021/03/07 09:36:50
76,15,96,37.3,2021/03/07 09:36:53
110,18,93,36.1,2021/03/07 09:36:56
102,16,94,36.2,2021/03/07 09:36:59
106,19,93,36.7,2021/03/07 09:37:02
95,21,94,37.5,2021/03/07 09:37:05
94,19,92,37.4,2021/03/07 09:37:08
70,17,94,37.5,2021/03/07 09:37:11
109,20,96,37.3,2021/03/07 09:37:14
108,20,91,36.3,2021/03/07 09:37:17
63,19,91,37.2,2021/03/07 09:37:20
76,24,93,37.3,2021/03/07 09:37:23
83,20,91,37,2021/03/07 09:37:26
103,14,96,36.5,2021/03/07 09:37:29
90,20,89,37.9,2021/03/07 09:37:32
87,19,89,37.3,2021/03/07 09:37:35
85,13,99,36.2,2021/03/07 09:37:38
115,15,94,36.8,2021/03/07 09:37:41
103,22,93,36.5,2021/03/07 09:37:44
71,17,95,37.6,2021/03/07 09:37:47
83,19,91,36.4,2021/03/07 09:37:50
110,21,89,36.8,2021/03/07 09:37:53
99,23,90,36.6,2021/03/07 09:37:56
71,20,89,36,2021/03/07 09:37:59
106,21,92,36.9,2021/03/07 09:38:02
91,21,91,37.5,2021/03/07 09:38:05
78,16,96,36.3,2021/03/07 09:38:08
89,20,92,36.5,2021/03/07 09:38:11
65,16,91,36.7,2021/03/07 09:38:14
65,19,92,38,2021/03/07 09:38:17
88,21,89,37.3,2021/03/07 09:38:20
90,13,88,37.4,2021/03/07 09:38:23
77,19,92,36.9,2021/03/07 09:38:26
81,18,98,37.1,2021/03/07 09:38:29
82,22,91,37.8,2021/03/07 09:38:32
71,18,90,37.3,2021/03/07 09:38:35
90,17,90,37.3,2021/03/07 09:38:38
64,20,88,37.1,2021/03/07 09:38:41
74,18,99,37.7,2021/03/07 09:38:44
103,16,90,36.6,2021/03/07 09:38:47
76,20,92,37.3,2021/03/07 09:38:50
103,16,89,36.3,2021/03/07 09:38:53
80,16,92,36.5,2021/03/07 09:38:56
106,19,92,37.4,2021/03/07 09:38:59
84,17,95,37.7,2021/03/07 09:39:02
97,18,95,36.7,2021/03/07 09:39:05
76,13,95,36.3,2021/03/07 09:39:08
85,15,95,37.2,2021/03/07 09:39:11
74,19,95,36.4,2021/03/07 09:39:14
70,15,90,37.9,2021/03/07 09:39:17
91,17,92,37,2021/03/07 09:39:20
96,17,97,36.3,2021/03/07 09:39:23
76,20,92,37.1,2021/03/07 09:39:26
110,20,90,37.1,2021/03/07 09:39:29
87,23,95,37,2021/03/07 09:39:32
74,22,96,38,2021/03/07 09:39:35
71,14,97,37.4,2021/03/07 09:39:38
83,19,91,37.2,2021/03/07 09:39:41
71,14,99,37.5,2021/03/07 09:39:44
83,21,93,36.9,2021/03/07 09:39:47
68,16,91,37.8,2021/03/07 09:39:50
101,16,90,37.8,2021/03/07 09:39:53
67,17,94,36.3,2021/03/07 09:39:56
91,23,90,37.8,2021/03/07 09:39:59
82,16,95,37.5,2021/03/07 09:40:02
90,20,90,36.4,2021/03/07 09:40:05
73,20,96,36.1,2021/03/07 09:40:08
71,22,96,36.9,2021/03/07 09:40:11
67,17,96,36.3,2021/03/07 09:40:14
96,19,97,37,2021/03/07 09:40:17
83,16,98,37.8,2021/03/07 09:40:20
69,17,96,37.7,2021/03/07 09:40:23
66,13,99,36.9,2021/03/07 09:40:26
79,20,94,36.6,2021/03/07 09:40:29
112,19,90,36.7,2021/03/07 09:40:32
71,22,96,37,2021/03/07 09:40:35
83,21,96,37.4,2021/03/07 09:40:38
105,24,88,36.4,2021/03/07 09:40:41
64,19,99,37.3,2021/03/07 09:40:44
91,21,93,37.6,2021/03/07 09:40:47
87,22,93,37.5,2021/03/07 09:40:50
86,21,92,36.1,2021/03/07 09:40:53
93,20,88,36.7,2021/03/07 09:40:56
85,18,93,36.4,2021/03/07 09:40:59
69,21,91,37.8,2021/03/07 09:41:02
99,16,95,36.4,2021/03/07 09:41:05
65,17,90,37,2021/03/07 09:41:08
97,14,94,36.6,2021/03/07 09:41:11
71,20,97,36.2,2021/03/07 09:41:14
83,22,91,37.6,2021/03/07 09:41:17
104,17,88,36.8,2021/03/07 09:41:20
92,21,92,36,2021/03/07 09:41:23
93,24,90,36.8,2021/03/07 09:41:26
69,20,98,37.5,2021/03/07 09:41:29
102,21,90,37.5,2021/03/07 09:41:32
108,17,94,37.4,2021/03/07 09:41:35
71,21,95,36.3,2021/03/07 09:41:38
67,17,90,36.2,2021/03/07 09:41:41
105,17,99,37.9,2021/03/07 09:41:44
63,15,89,37.6,2021/03/07 09:41:47
74,21,96,37.9,2021/03/07 09:41:50
107,14,91,37.9,2021/03/07 09:41:53
76,15,97,37.8,2021/03/07 09:41:56
113,23,92,37.6,2021/03/07 09:41:59
71,18,96,36.9,2021/03/07 09:42:02
94,18,92,37.8,2021/03/07 09:42:05
79,18,91,37.4,2021/03/07 09:42:08
67,23,94,37.6,2021/03/07 09:42:11
92,23,93,37.6,2021/03/07 09:42:14
98,16,92,36.4,2021/03/07 09:42:17
81,17,98,36.3,2021/03/07 09:42:20
82,16,94,36.4,2021/03/07 09:42:23
92,14,97,37.2,2021/03/07 09:42:26
71,16,92,37.8,2021/03/07 09:42:29
100,17,94,37.2,2021/03/07 09:42:32
89,23,91,37.8,2021/03/07 09:42:35
91,18,90,37.4,2021/03/07 09:42:38
63,22,94,37.1,2021/03/07 09:42:41
78,22,89,37.3,2021/03/07 09:42:44
61,16,89,37.5,2021/03/07 09:42:47
100,19,93,36.7,2021/03/07 09:42:50
63,16,93,36.9,2021/03/07 09:42:53
111,18,95,36.9,2021/03/07 09:42:56
111,22,88,36.2,2021/03/07 09:42:59
92,20,91,36.3,2021/03/07 09:43:02
69,19,90,37,2021/03/07 09:43:05
101,21,95,37.7,2021/03/07 09:43:08
70,21,94,36.6,2021/03/07 09:43:11
83,22,97,36.7,2021/03/07 09:43:14
74,21,92,36.3,2021/03/07 09:43:17
108,16,95,36.6,2021/03/07 09:43:20
75,21,98,36.3,2021/03/07 09:43:23
64,21,88,37.6,2021/03/07 09:43:26
103,24,90,36.1,2021/03/07 09:43:29
75,20,96,37.1,2021/03/07 09:43:32
80,19,95,37.5,2021/03/07 09:43:35
79,21,94,36.7,2021/03/07 09:43:38
103,19,92,36.2,2021/03/07 09:43:41
84,18,90,37.7,2021/03/07 09:43:44
112,16,98,37.1,2021/03/07 09:43:47
98,18,92,36.1,2021/03/07 09:43:50
66,17,92,36.8,2021/03/07 09:43:53
103,16,94,36.4,2021/03/07 09:43:56
66,20,99,37.9,2021/03/07 09:43:59
96,13,92,37.5,2021/03/07 09:44:02
108,22,97,37.7,2021/03/07 09:44:05
73,16,90,37.5,2021/03/07 09:44:08
66,21,94,37,2021/03/07 09:44:11
92,22,90,36.8,2021/03/07 09:44:14
98,23,93,36.2,2021/03/07 09:44:17
104,15,96,37.9,2021/03/07 09:44:20
86,20,89,36.8,2021/03/07 09:44:23
113,24,91,37.4,2021/03/07 09:44:26
107,17,93,36.5,2021/03/07 09:44:29
82,16,94,36.1,2021/03/07 09:44:32
106,19,94,36.6,2021/03/07 09:44:35
85,18,91,36.7,2021/03/07 09:44:38
62,18,98,36.1,2021/03/07 09:44:41
103,19,92,37.6,2021/03/07 09:44:44
102,19,92,37.1,2021/03/07 09:44:47
63,23,93,37.8,2021/03/07 09:44:50
73,21,97,36.3,2021/03/07 09:44:53
81,16,93,37.5,2021/03/07 09:44:56
96,14,89,36.4,2021/03/07 09:44:59
91,17,96,36.6,2021/03/07 09:45:02
84,15,89,36.5,2021/03/07 09:45:05
66,18,90,36.7,2021/03/07 09:45:08
87,16,91,36.7,2021/03/07 09:45:11
89,15,91,36.5,2021/03/07 09:45:14
87,18,93,36.3,2021/03/07 09:45:17
96,19,89,36,2021/03/07 09:45:20
84,15,95,37,2021/03/07 09:45:23
80,16,97,36.8,2021/03/07 09:45:26
99,22,90,37.9,2021/03/07 09:45:29
109,16,89,37.5,2021/03/07 09:45:32
76,16,96,37.9,2021/03/07 09:45:35
108,22,96,36.3,2021/03/07 09:45:38
106,15,91,37.3,2021/03/07 09:45:41
64,17,91,36.9,2021/03/07 09:45:44
109,15,94,36.7,2021/03/07 09:45:47
80,17,91,37.6,2021/03/07 09:45:50
104,17,91,37.8,2021/03/07 09:45:53
96,17,98,37,2021/03/07 09:45:56
97,22,93,37.7,2021/03/07 09:45:59
89,19,89,37.7,2021/03/07 09:46:02
95,15,89,36,2021/03/07 09:46:05
98,14,89,36.2,2021/03/07 09:46:08
64,20,98,37.1,2021/03/07 09:46:11
70,17,96,36.2,2021/03/07 09:46:14
83,16,88,36,2021/03/07 09:46:17
73,14,91,37.9,2021/03/07 09:46:20
70,22,99,36.1,2021/03/07 09:46:23
80,21,94,36.9,2021/03/07 09:46:26
91,20,89,37.2,2021/03/07 09:46:29
100,19,96,37.1,2021/03/07 09:46:32
89,20,98,36.2,2021/03/07 09:46:35
86,15,89,37,2021/03/07 09:46:38
94,22,89,37.6,2021/03/07 09:46:41
67,15,96,36.7,2021/03/07 09:46:44
106,16,95,37.4,2021/03/07 09:46:47
70,14,96,36.8,2021/03/07 09:46:50
107,19,91,37.4,2021/03/07 09:46:53
77,19,89,37.5,2021/03/07 09:46:56
75,21,94,37.4,2021/03/07 09:46:59
93,19,96,38,2021/03/07 09:47:02
74,23,90,36.3,2021/03/07 09:47:05
103,20,94,36.7,2021/03/07 09:47:08
91,13,93,36.1,2021/03/07 09:47:11
101,15,96,37.5,2021/03/07 09:47:14
82,22,93,36.1,2021/03/07 09:47:17
72,17,92,36.4,2021/03/07 09:47:20
81,24,93,36.5,2021/03/07 09:47:23
65,16,91,37,2021/03/07 09:47:26
99,14,90,36.4,2021/03/07 09:47:29
88,15,91,36.3,2021/03/07 09:47:32
98,16,96,36.2,2021/03/07 09:47:35
89,17,89,36.2,2021/03/07 09:47:38
77,16,98,37.3,2021/03/07 09:47:41
110,18,97,37.3,2021/03/07 09:47:44
81,19,94,37.9,2021/03/07 09:47:47
78,18,89,36.6,2021/03/07 09:47:50
77,16,96,36.5,2021/03/07 09:47:53
74,19,89,37.6,2021/03/07 09:47:56
72,20,91,36.1,2021/03/07 09:47:59
90,14,97,36.6,2021/03/07 09:48:02
77,20,90,36.9,2021/03/07 09:48:05
111,22,98,36.8,2021/03/07 09:48:08
76,13,91,37.4,2021/03/07 09:48:11
87,16,93,37.9,2021/03/07 09:48:14
70,23,98,37.8,2021/03/07 09:48:17
66,20,93,36.3,2021/03/07 09:48:20
86,16,92,36.2,2021/03/07 09:48:23
102,21,92,37.2,2021/03/07 09:48:26
78,14,95,36.2,2021/03/07 09:48:29
67,16,94,37.6,2021/03/07 09:48:32
102,16,96,37.5,2021/03/07 09:48:35
102,14,96,36.9,2021/03/07 09:48:38
107,16,93,36,2021/03/07 09:48:41
80,20,96,36.3,2021/03/07 09:48:44
61,22,91,37.2,2021/03/07 09:48:47
94,14,95,36.7,2021/03/07 09:48:50
107,14,97,37.9,2021/03/07 09:48:53
69,17,97,36.4,2021/03/07 09:48:56
102,19,95,36.9,2021/03/07 09:48:59
86,19,94,36.6,2021/03/07 09:49:02
77,20,92,36.3,2021/03/07 09:49:05
89,21,92,37.7,2021/03/07 09:49:08
72,16,93,37.6,2021/03/07 09:49:11
93,18,98,37.1,2021/03/07 09:49:14
74,22,97,36.5,2021/03/07 09:49:17
102,16,96,37.1,2021/03/07 09:49:20
72,18,99,37.5,2021/03/07 09:49:23
105,19,91,36.1,2021/03/07 09:49:26
72,14,95,37.2,2021/03/07 09:49:29
92,21,92,37.6,2021/03/07 09:49:32
98,22,96,37.4,2021/03/07 09:49:35
105,14,93,36.3,2021/03/07 09:49:38
72,24,96,37.5,2021/03/07 09:49:41
107,18,95,37.3,2021/03/07 09:49:44
104,16,94,37.5,2021/03/07 09:49:47
81,24,93,36.3,2021/03/07 09:49:50
114,20,92,37.8,2021/03/07 09:49:53
109,21,89,36.6,2021/03/07 09:49:56
92,20,94,37.6,2021/03/07 09:49:59
110,18,98,36.4,2021/03/07 09:50:02
103,18,89,36.9,2021/03/07 09:50:05
82,19,97,36.4,2021/03/07 09:50:08
105,21,92,37.8,2021/03/07 09:50:11
66,19,91,37.1,2021/03/07 09:50:14
71,21,91,36.2,2021/03/07 09:50:17
78,19,93,37.4,2021/03/07 09:50:20
96,22,90,37.2,2021/03/07 09:50:23
108,20,91,37.7,2021/03/07 09:50:26
90,21,95,36.1,2021/03/07 09:50:29
103,17,92,36.9,2021/03/07 09:50:32
61,14,89,37.6,2021/03/07 09:50:35
65,21,98,37.7,2021/03/07 09:50:38
74,21,97,37.3,2021/03/07 09:50:41
107,15,92,37.3,2021/03/07 09:50:44
103,19,94,37,2021/03/07 09:50:47
97,15,97,36.8,2021/03/07 09:50:50
76,19,97,37,2021/03/07 09:50:53
89,16,96,36.9,2021/03/07 09:50:56
86,21,92,36.8,2021/03/07 09:50:59
100,19,93,36.5,2021/03/07 09:51:02
86,20,94,36.8,2021/03/07 09:51:05
70,15,96,36.1,2021/03/07 09:51:08
70,15,92,36.2,2021/03/07 09:51:11
76,22,95,37.6,2021/03/07 09:51:14
82,22,99,36.2,2021/03/07 09:51:17
105,14,93,36.4,2021/03/07 09:51:20
71,23,99,37.8,2021/03/07 09:51:23
70,21,92,36.2,2021/03/07 09:51:26
74,15,88,37.7,2021/03/07 09:51:29
76,16,93,36.1,2021/03/07 09:51:32
108,22,91,37.8,2021/03/07 09:51:35
73,24,95,37,2021/03/07 09:51:38
96,22,94,37.1,2021/03/07 09:51:41
111,23,99,37.8,2021/03/07 09:51:44
90,15,93,37.6,2021/03/07 09:51:47
95,24,95,37.4,2021/03/07 09:51:50
113,15,93,37,2021/03/07 09:51:53
103,14,99,37.6,2021/03/07 09:51:56
88,19,96,36,2021/03/07 09:51:59
71,14,96,36.7,2021/03/07 09:52:02
93,17,88,37.6,2021/03/07 09:52:05
62,19,97,36.9,2021/03/07 09:52:08
92,20,94,37,2021/03/07 09:52:11
79,18,96,36.5,2021/03/07 09:52:14
100,21,91,37.6,2021/03/07 09:52:17
102,18,93,37.9,2021/03/07 09:52:20
74,20,92,36.1,2021/03/07 09:52:23
98,21,94,37.5,2021/03/07 09:52:26
69,17,90,37,2021/03/07 09:52:29
101,18,92,36.2,2021/03/07 09:52:32
67,20,94,36.4,2021/03/07 09:52:35
64,20,96,37.6,2021/03/07 09:52:38
100,14,90,36.8,2021/03/07 09:52:41
107,18,93,36.1,2021/03/07 09:52:44
74,23,94,37.3,2021/03/07 09:52:47
87,13,94,36.8,2021/03/07 09:52:50
103,21,91,36.9,2021/03/07 09:52:53
90,20,93,37.8,2021/03/07 09:52:56
71,16,90,36,2021/03/07 09:52:59
105,19,91,36.5,2021/03/07 09:53:02
87,15,90,37.1,2021/03/07 09:53:05
67,20,97,36.1,2021/03/07 09:53:08
95,19,97,37.6,2021/03/07 09:53:11
81,24,97,37.4,2021/03/07 09:53:14
93,22,93,36.5,2021/03/07 09:53:17
79,18,90,37.3,2021/03/07 09:53:20
108,21,96,37.3,2021/03/07 09:53:23
105,19,90,37.2,2021/03/07 09:53:26
96,18,96,36.1,2021/03/07 09:53:29
71,21,90,36.9,2021/03/07 09:53:32
94,17,90,36.8,2021/03/07 09:53:35
72,21,88,36.9,2021/03/07 09:53:38
113,22,91,36.5,2021/03/07 09:53:41
75,19,91,36.4,2021/03/07 09:53:44
69,16,88,36,2021/03/07 09:53:47
68,23,96,37.8,2021/03/07 09:53:50
110,20,98,37.6,2021/03/07 09:53:53
70,16,97,36.8,2021/03/07 09:53:56
105,19,93,37.8,2021/03/07 09:53:59
70,19,98,37.7,2021/03/07 09:54:02
86,20,94,37.6,2021/03/07 09:54:05
67,18,91,37.8,2021/03/07 09:54:08
93,19,90,36.7,2021/03/07 09:54:11
104,20,99,38,2021/03/07 09:54:14
108,18,89,36.5,2021/03/07 09:54:17
74,21,91,36.4,2021/03/07 09:54:20
78,17,95,37.8,2021/03/07 09:54:23
92,22,93,37.3,2021/03/07 09:54:26
71,15,94,37.8,2021/03/07 09:54:29
91,20,95,37.4,2021/03/07 09:54:32
91,18,93,36.8,2021/03/07 09:54:35
68,17,93,36.1,2021/03/07 09:54:38
79,20,91,37.7,2021/03/07 09:54:41
101,22,94,36.9,2021/03/07 09:54:44
99,22,97,37.4,2021/03/07 09:54:47
66,20,94,37.8,2021/03/07 09:54:50
62,19,90,36.5,2021/03/07 09:54:53
76,19,90,36.6,2021/03/07 09:54:56
67,23,95,37.4,2021/03/07 09:54:59
94,15,99,37.5,2021/03/07 09:55:02
97,18,89,36.3,2021/03/07 09:55:05
70,18,98,37.4,2021/03/07 09:55:08
92,16,90,37.6,2021/03/07 09:55:11
77,16,95,36.5,2021/03/07 09:55:14
80,22,96,36,2021/03/07 09:55:17
97,23,93,36.1,2021/03/07 09:55:20
109,18,96,37.6,2021/03/07 09:55:23
67,19,94,37.9,2021/03/07 09:55:26
79,22,94,37.2,2021/03/07 09:55:29
97,17,93,36,2021/03/07 09:55:32
73,14,91,36.5,2021/03/07 09:55:35
108,23,95,38,2021/03/07 09:55:38
102,15,97,36.6,2021/03/07 09:55:41
98,21,92,37.8,2021/03/07 09:55:44
106,19,95,36.5,2021/03/07 09:55:47
94,18,90,37.9,2021/03/07 09:55:50
110,20,95,36.4,2021/03/07 09:55:53
103,20,92,36.6,2021/03/07 09:55:56
80,15,92,37.1,2021/03/07 09:55:59
70,22,96,36.5,2021/03/07 09:56:02
77,15,94,37.1,2021/03/07 09:56:05
71,24,97,37.7,2021/03/07 09:56:08
76,14,91,36.6,2021/03/07 09:56:11
79,19,90,36.2,2021/03/07 09:56:14
93,16,89,36.1,2021/03/07 09:56:17
107,14,95,37.7,2021/03/07 09:56:20
67,22,95,36.4,2021/03/07 09:56:23
88,20,89,37.6,2021/03/07 09:56:26
72,18,92,37.5,2021/03/07 09:56:29
92,22,95,36.2,2021/03/07 09:56:32
79,16,95,36.8,2021/03/07 09:56:35
108,20,96,37.4,2021/03/07 09:56:38
107,21,92,36.7,2021/03/07 09:56:41
93,15,95,37.7,2021/03/07 09:56:44
92,24,95,36.2,2021/03/07 09:56:47
103,19,92,36.4,2021/03/07 09:56:50
80,15,93,36.2,2021/03/07 09:56:53
87,20,98,36.2,2021/03/07 09:56:56
93,16,92,37.5,2021/03/07 09:56:59
104,18,97,37.9,2021/03/07 09:57:02
88,16,95,37.7,2021/03/07 09:57:05
111,18,92,36.2,2021/03/07 09:57:08
71,14,94,36.4,2021/03/07 09:57:11
90,16,98,36,2021/03/07 09:57:14
74,20,90,36.6,2021/03/07 09:57:17
86,15,89,36.5,2021/03/07 09:57:20
73,15,93,37,2021/03/07 09:57:23
105,19,96,38,2021/03/07 09:57:26
84,21,90,37.2,2021/03/07 09:57:29
77,23,96,36.7,2021/03/07 09:57:32
80,14,88,37.6,2021/03/07 09:57:35
90,21,93,38,2021/03/07 09:57:38
79,16,97,36.5,2021/03/07 09:57:41
108,16,90,37.3,2021/03/07 09:57:44
114,17,89,38,2021/03/07 09:57:47
86,22,95,36.1,2021/03/07 09:57:50
79,19,97,36.8,2021/03/07 09:57:53
67,16,94,36.2,2021/03/07 09:57:56
73,19,98,36.5,2021/03/07 09:57:59
77,24,91,36.7,2021/03/07 09:58:02
103,15,95,37.5,2021/03/07 09:58:05
72,19,90,37.5,2021/03/07 09:58:08
62,14,91,37,2021/03/07 09:58:11
93,18,90,37.6,2021/03/07 09:58:14
77,20,92,36.7,2021/03/07 09:58:17
63,17,90,36.3,2021/03/07 09:58:20
77,20,97,36.1,2021/03/07 09:58:23
108,23,96,36.7,2021/03/07 09:58:26
64,22,93,37.8,2021/03/07 09:58:29
110,15,92,37.8,2021/03/07 09:58:32
106,23,92,37.6,2021/03/07 09:58:35
85,13,91,36.2,2021/03/07 09:58:38
76,21,91,36.9,2021/03/07 09:58:41
84,23,95,37.4,2021/03/07 09:58:44
105,20,90,36.2,2021/03/07 09:58:47
65,19,95,36.3,2021/03/07 09:58:50
67,19,97,37.8,2021/03/07 09:58:53
112,16,93,36.1,2021/03/07 09:58:56
92,16,90,37.3,2021/03/07 09:58:59
72,20,93,37.2,2021/03/07 09:59:02
90,21,94,37.8,2021/03/07 09:59:05
102,19,92,37.9,2021/03/07 09:59:08
94,17,92,37.7,2021/03/07 09:59:11
71,17,92,36.2,2021/03/07 09:59:14
94,22,95,37.6,2021/03/07 09:59:17
64,20,90,36.5,2021/03/07 09:59:20
96,20,96,37.9,2021/03/07 09:59:23
91,15,91,36.2,2021/03/07 09:59:26
68,20,91,36.9,2021/03/07 09:59:29
67,21,93,36,2021/03/07 09:59:32
102,19,98,37.1,2021/03/07 09:59:35
78,19,97,37.5,2021/03/07 09:59:38
115,20,92,37.8,2021/03/07 09:59:41
74,23,98,37.8,2021/03/07 09:59:44
99,18,91,36.1,2021/03/07 09:59:47
87,14,96,37.5,2021/03/07 09:59:50
84,21,98,37.8,2021/03/07 09:59:53
92,20,98,37.6,2021/03/07 09:59:56
90,23,90,37.9,2021/03/07 09:59:59
97,16,92,37.3,2021/03/07 10:00:02
71,19,92,36.6,2021/03/07 10:00:05
91,20,90,36.9,2021/03/07 10:00:08
114,22,91,36.5,2021/03/07 10:00:11
78,13,89,36.2,2021/03/07 10:00:14
77,20,91,36.5,2021/03/07 10:00:17
100,17,91,36.5,2021/03/07 10:00:20
86,23,92,36.1,2021/03/07 10:00:23
64,18,96,36.5,2021/03/07 10:00:26
77,16,95,38,2021/03/07 10:00:29
78,17,96,36.2,2021/03/07 10:00:32
65,14,97,37.2,2021/03/07 10:00:35
82,20,91,37.4,2021/03/07 10:00:38
82,17,92,37.7,2021/03/07 10:00:41
114,17,96,36.8,2021/03/07 10:00:44
93,18,88,36.2,2021/03/07 10:00:47
98,21,93,36.4,2021/03/07 10:00:50
92,22,98,37.5,2021/03/07 10:00:53
106,16,93,37.7,2021/03/07 10:00:56
73,21,91,36.7,2021/03/07 10:00:59
62,16,95,37.4,2021/03/07 10:01:02
109,17,93,36.4,2021/03/07 10:01:05
114,21,91,36.8,2021/03/07 10:01:08
72,17,93,37.1,2021/03/07 10:01:11
109,13,98,37.8,2021/03/07 10:01:14
109,18,89,37.4,2021/03/07 10:01:17
71,19,94,37.6,2021/03/07 10:01:20
62,15,95,36.7,2021/03/07 10:01:23
90,21,95,37.6,2021/03/07 10:01:26
66,19,90,37.1,2021/03/07 10:01:29
100,21,98,37.5,2021/03/07 10:01:32
82,22,89,36.7,2021/03/07 10:01:35
115,23,98,37.2,2021/03/07 10:01:38
73,17,92,37.1,2021/03/07 10:01:41
106,15,90,38,2021/03/07 10:01:44
76,18,96,36.9,2021/03/07 10:01:47
103,22,93,37.8,2021/03/07 10:01:50
85,19,88,36.7,2021/03/07 10:01:53
65,22,95,37.8,2021/03/07 10:01:56
85,14,99,36.9,2021/03/07 10:01:59
106,17,90,36.5,2021/03/07 10:02:02
81,20,88,36.4,2021/03/07 10:02:05
71,18,94,37,2021/03/07 10:02:08
102,14,97,37.9,2021/03/07 10:02:11
85,16,92,36.4,2021/03/07 10:02:14
91,18,95,36.5,2021/03/07 10:02:17
108,18,89,36.3,2021/03/07 10:02:20
111,17,97,37.7,2021/03/07 10:02:23
68,23,90,37.8,2021/03/07 10:02:26
97,22,96,36.6,2021/03/07 10:02:29
87,18,98,36.3,2021/03/07 10:02:32
89,17,94,37,2021/03/07 10:02:35
72,17,93,36.6,2021/03/07 10:02:38
85,13,96,37.3,2021/03/07 10:02:41
81,20,92,36.3,2021/03/07 10:02:44
79,21,98,37.5,2021/03/07 10:02:47
100,20,90,37.3,2021/03/07 10:02:50
107,17,89,37.1,2021/03/07 10:02:53
104,19,89,37.4,2021/03/07 10:02:56
108,19,91,37.5,2021/03/07 10:02:59
91,16,92,37.7,2021/03/07 10:03:02
108,14,91,36.9,2021/03/07 10:03:05
67,24,97,36.9,2021/03/07 10:03:08
75,22,94,36.5,2021/03/07 10:03:11
111,14,90,36.1,2021/03/07 10:03:14
66,17,91,37.1,2021/03/07 10:03:17
83,20,93,36.4,2021/03/07 10:03:20
89,15,92,36.3,2021/03/07 10:03:23
85,20,92,36.3,2021/03/07 10:03:26
64,20,89,36,2021/03/07 10:03:29
88,18,94,37.4,2021/03/07 10:03:32
89,21,94,36.8,2021/03/07 10:03:35
92,18,94,37.8,2021/03/07 10:03:38
72,18,93,36.8,2021/03/07 10:03:41
74,19,91,37.7,2021/03/07 10:03:44
81,22,96,37,2021/03/07 10:03:47
101,14,96,36.4,2021/03/07 10:03:50
93,22,97,36.3,2021/03/07 10:03:53
68,15,94,38,2021/03/07 10:03:56
67,19,95,36.5,2021/03/07 10:03:59
104,17,98,37.6,2021/03/07 10:04:02
105,14,93,36.6,2021/03/07 10:04:05
101,17,94,37,2021/03/07 10:04:08
65,17,94,36.4,2021/03/07 10:04:11
94,23,90,36.7,2021/03/07 10:04:14
65,20,91,36.7,2021/03/07 10:04:17
84,16,97,37.3,2021/03/07 10:04:20
82,14,92,37.9,2021/03/07 10:04:23
86,20,95,37.1,2021/03/07 10:04:26
102,14,93,37.7,2021/03/07 10:04:29
